"Collection Name","Title#1","State#1","County#1","USGS Quadrangle#1","Name#1","Name Part#1","Name Part Date#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Type of Resource#1","Date Issued#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Geographic Note#1","Mine Note#1","Commodity Note#1","Landmark Note#1","Note#1","Commodity Note#2","Landmark Note#2","Note#2","Subject Topic#1","Subject Authority#1","Scale#1","Coordinates#1","Meridian#1","Public Land Survey Location#1","Geo-Location Point#1","Longitude (DD)#1","Latitude (DD)#1","Longitude (DMS)#1","Latitude (DMS)#1","Classification#1","Classification Authority#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item#2","Related Item Type#2","Related Item Identifier#2","Identifier ARK#1","Identifier#2","Identifier Type#2","Physical Location#1","Physical Location Type#1","Rights#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Mining Maps of Colorado","Map of Sec. 12, T.1N.R.73W.","CO","Boulder county","Ward","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","62 x 73 cm","reformatted digital","Ward, Camp Francis","Rusty (mine shaft), Nelson (mine shaft), Baltimore (mine shaft), Majestic (extension), Dew Drop (mine shaft), Dew Drop (extension), Gold Giant (placer), Minerva (placer), Gold Chief (mine shaft), Gold Chief (extension), Columbia (mine shaft), Columbia (extension), The Dolphin (mine shaft), The Quincy (mine shaft), Cross (mine shaft), Indiana (placer), Chicago (mine shaft), Lucy Thompson (mine shaft), Utica (mine shaft), Humboldt (mine shaft), Boston (mine shaft), U.P. (tunnel), The Crescent (mine shaft), Golden Prince (mine shaft), White Raven (extension), Phoenix (mine shaft), Gray Bird (mine shaft)","","","","","Left-hand Creek, South Fork of Left-hand Creek, Indiana Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 30' 43""/N 40° 03' 52""","6th","Sec. 12, T.1N.R.73W.","Center Section 12","-105.5122","40.0645","W 105° 30' 43""","N 40° 03' 52""","331","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-55","","","","https://ark.colorado.edu/ark:/47540/8r750899n9jf","433056","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099829","4844","mesc_miningMaps_43305600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099829~141482"
"Mining Maps of Colorado","Map of Sec. 36, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","61.5 x 67.5 cm","reformatted digital","","Sunnyside (mine shaft), Fair Count (mine shaft), Black Diamond (mine shaft), Luckie 3 (mine shaft), Eureka (mine shaft), Livingstone (mine shaft), Merry Widow (mine shaft), The Zephyr (mine shaft)","","","","","North Boulder Creek, Middle Boulder Creek, Boulder Falls","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 59""/N 40° 00' 23""","6th","Sec. 36, T.1N.R.72W.","Center Section 36","-105.3998","40.0066","W 105° 23' 59""","N 40° 00' 23""","512","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-16","","","","https://ark.colorado.edu/ark:/47540/m88f4g62m86d","433072","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100051","4844","mesc_miningMaps_43307200.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100051~141668"
"Mining Maps of Colorado","Map of Sec.11, T.1N.R.73W.","CO","Boulder county","Ward","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","59.5 x 66 cm, on sheet 61.5 x 71 cm","reformatted digital","","The Giant Gold (placer), Majestic (extension), Gold Crown (extension)","","","","","East Slope of Bald Mountain, South Fork of Left-hand Creek","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 31' 51""/N 40° 03' 52""","6th","Sec.11, T.1N.R.73W.","Center Section 11","-105.5309","40.0645","W 105° 31' 51""","N 40° 03' 52""","430","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-33","","","","https://ark.colorado.edu/ark:/47540/n66x7j5545rr","433176","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100107","4844","mesc_miningMaps_43317600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100107~141672"
"Mining Maps of Colorado","Map of Sec.15, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","62 x 72 cm","reformatted digital","","Chicago (placer), The Cardinal (mine shaft), O. & M. (mine shaft), The Boulder County (mine shaft), Paradice, Well Margaret","Gold","","","","Hicks Gulch, Caribou or Coon Trail Creek, Boulder County Tunnel","Shows plots of land belonging to Central Colorado Power Co., M. A. Tucker Investment Co.","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 32' 56""/N 39° 57' 52""","6th","Sec.15, T.1S.R.73W.","Center Section 17","-105.5491","39.9645","W 105° 32' 56""","N 39° 57' 52""","344","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-43","","","","https://ark.colorado.edu/ark:/47540/9t4b2s17j6kt","433037","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099567","4844","mesc_miningMaps_43303700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099567~142337"
"Mining Maps of Colorado","Map of Sec.17, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","65 x 71 cm","reformatted digital","","The Roberts (placer), Happy Valley No.1 (placer)","[Gold]","","","","Hicks Gulch, Tributary to Hicks Gulch, Middle Boulder Creek","Bottom left corner says ""1/2 mi. West to Hessie"", Top right corner says ""3/4 mile North to Caribou"", Bottom right corner says ""1/2 mi. to Eldora""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 33' 23""/N 39° 57' 52""","6th","Sec.17, T.1S.R.73W.","Center Section 32","-105.5566","39.9645","W 105° 33' 23""","N 39° 57' 52""","409","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-11","","","","https://ark.colorado.edu/ark:/47540/j92z7293123n","433038","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099581","4844","mesc_miningMaps_43303800.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099581~142340"
"Mining Maps of Colorado","Map of Sec.17, T.2N.R.71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","64.5 x 72.5 cm","reformatted digital","","Emma J. (mine shaft), Wauban (mine shaft), Colfax (mine shaft), September (mine shaft), June (mine shaft), Knickerbocker (mine shaft), Atlas (mine shaft)","Gold","","","","Central Gulch, Cleveland Gulch","Shows plots of land belonging to Mary A. Dunbar, Chas E. Kahler","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 21' 59""/N 40° 03' 07""","6th","Sec.17, T.2N.R.71W.","Center Section 17","-105.3666","40.052","W 105° 21' 59""","N 40° 03' 07""","338","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-65","","","","https://ark.colorado.edu/ark:/47540/nt310139g7x6","433036","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099553","4844","mesc_miningMaps_43303600.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099553~142336"
"Mining Maps of Colorado","Map of Sec.18, T.1N.R.71W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","65 x 72.5 cm","reformatted digital","Salina, Summerville, Wallstreet","Prince Albert (mine shaft), S.AM. (mine shaft), Good Hope No. 2, Pickel (placer), Phillips (placer), Wells (placer), Golden Eagle (extension), Dirigo (mine shaft), Railroad Boy (mine shaft), Meyring (placer), Sayr (placer)","","","","","Four Mile Creek, Gold Run, Silver Gulch","Mines outlined in red: Maxwell, Railroad Boy, Railroad Boy M.S., Cedar Falls, Independence, Valley Forge, Tryphena","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 03' 07""","6th","Sec.18, T.1N.R.71W.","Center Section 18","-105.3854","40.052","W 105° 23' 07""","N 40° 03' 07""","398","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-13","","","","https://ark.colorado.edu/ark:/47540/p76d6731p5gr","433180","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100163","4844","mesc_miningMaps_43318000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100163~141491"
"Mining Maps of Colorado","Map of Sec.18, T.1N.R.71W.","CO","Boulder county county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","63 x 73.5 cm","reformatted digital","Salina, Wallstreet, Summerville","Pickel (placer), Prince Albert (mine shaft), Fallon No.1 (tunnel), Fallon No.7 (tunnel), Belle (mine shaft), Sayr (placer), Meyring (placer), Golden Eagle (extension), Railroad Boy (mine shaft), Dirigo (mine shaft), S.AM. (mine shaft), Phillips (placer), Wells (placer)","Gold","","","","Four Mile Creek","2 copies","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 03' 07""","6th","Sec.18, T.1N.R.71W.","Center Section 18","-105.3854","40.052","W 105° 23' 07""","N 40° 03' 07""","398","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-13","","","","https://ark.colorado.edu/ark:/47540/746q6s62k07x","433035","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099539","4844","mesc_miningMaps_43303500.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099539~142331"
"Mining Maps of Colorado","Map of Sec.18, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","61 x 71 cm","reformatted digital","Hessie, Grand Island","Happy Valley No.1 (placer), Happy Valley No.2 (placer), The Roberts (placer), The X-Ray (mine shaft), Alvord (placer), Anderson (placer)","","","","","South Fork of Middle Boulder Creek, Middle Boulder Creek, North Fork of Middle Boulder Creek","Shows plots of land belonging to Ralph Pitts, St. John's Cathedral, Theo A. Tufts","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 36' 19""/N 39° 57' 52""","6th","Sec.18, T.1S.R.73W.","Center Section 18","-105.6053","39.9645","W 105° 36' 19""","N 39° 57' 52""","341","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-28","","","","https://ark.colorado.edu/ark:/47540/7600184342n8","433070","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100024","4844","mesc_miningMaps_43307000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100024~141666"
"Mining Maps of Colorado","Map of Sec.21, T.2N.R.71W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","62 x 70 cm","reformatted digital","","Bonanza, Home Run, Fraction, Black Swan, Look Out, W.H.R. No.5","","","","","","Shows plots of land belonging to Chas A. Maxwell, Mary A. Maxwell","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 59""/N 40° 00' 23""","6th","Sec.21, T.2N.R.71W.","Center Section 31","-105.3998","40.0066","W 105° 23' 59""","N 40° 00' 23""","317","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-57","","","","https://ark.colorado.edu/ark:/47540/8t905f15r33z","433065","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099954","4844","mesc_miningMaps_43306500.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099954~141661"
"Mining Maps of Colorado","Map of Sec.21, T.2N.R71W.","CO","Boulder county","Boulder","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","59.5 x 72 cm","reformatted digital","","Eureka, June (mine shaft), July (mine shaft), Lily of the West, Crescent, Big Blossom, Twin Blossom, Grand Central, Bachelors Button, Fannie Motte, Housatonic, Powderly, Boulder County, St. Marys, Xenia, December, September, Golden Age, Louis, Rambler, Golden Cord, B. F. Smith","","","","","Spruce Gulch, Castle Gulch","Bottom left corner says ""Springdale 1/2 Mile South""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 20' 51""/N 40° 07' 28""","6th","Sec.21, T.2N.R71W.","Center Section 21","-105.3477","40.1247","W 105° 20' 51""","N 40° 07' 28""","317","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-57","","","","https://ark.colorado.edu/ark:/47540/1k1s9217z5gc","433049","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099731","4844","mesc_miningMaps_43304900.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099731~141475"
"Mining Maps of Colorado","Map of Sec.26, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","62.5 x 71 cm","reformatted digital","","Merry Widow (mine shaft)","[Gold]","","","","Former Sugar Loaf Station, Former D. B. & W. Railway, Sugar Loaf Mountain","Shows plots of land belonging to F. Peterson, Livingstone Mining Co.","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 25' 06""/N 40° 01' 15""","6th","Sec.26, T.1N.R.72W.","Center Section 26","-105.4185","40.021","W 105° 25' 06""","N 40° 01' 15""","312","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-54","","","","https://ark.colorado.edu/ark:/47540/wm482r94d9sd","433040","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099609","4844","mesc_miningMaps_43304000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099609~142334"
"Mining Maps of Colorado","Map of Sec.27, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","64.5 x 69 cm","reformatted digital","","Scottish Chief, Night Shade, Silver Ring, Morning Star A, Little Eva, Quaker, Exchange, Fannyresa, Misers Hope, Misers Treasure, Black Diamond, Great Divide, Yankee Blade, S and S, Yellow Star, Oriental, Montezuma, Trogen, Smoky Hill, Ethel, Pine Forest, Rebecca, Jessie, Occidental, Medicine Man, M, Knight Templar, Denver Girl, Albion, Lucky Hit (extension)","Gold","","","Lead","Spruce Gulch, Farwell Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 26' 14""/N 40° 01' 15""","6th","Sec.27, T.1N.R.72W.","Center Section 27","-105.4373","40.021","W 105° 26' 14""","N 40° 01' 15""","315","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-63","","","","https://ark.colorado.edu/ark:/47540/sx4s454422b5","433047","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099703","4844","mesc_miningMaps_43304700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099703~141473"
"Mining Maps of Colorado","Map of Sec.30, T.1N.R.71W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","64 x 70 cm, on sheet 64 x 74 cm","reformatted digital","","Sugar Loaf (mine shaft), Wild Tiger No. 3 (mine shaft), Gibson (mine shaft), Logan (extension), Lincoln (mine shaft), Golden Cross (mine shaft), Overseer, Mastodon, Pride of the West, Lugar, Success No.1, Melbourne, Cyclops, Tungsten, Crete, Gold Coin, M. & R., Gold Leaf, Branch, Cross, Blue Belle No.1, Yellowstone, Molly H., Little Harry, Holloway, Yellow Pine, Clipper, Teller, Mollie B., Bonanza","","","","","Bummer Gulch, Millionaire Gulch","Shows plot of land belonging to Elizabeth W. Whiteside","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 23' 07""/N 40° 01' 22""","6th","Sec.30, T.1N.R.71W.","Center Section 30","-105.3854","40.0229","W 105° 23' 07""","N 40° 01' 22""","343","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-42","","","","https://ark.colorado.edu/ark:/47540/7x7q4x029580","433054","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099801","4844","mesc_miningMaps_43305400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099801~141480"
"Mining Maps of Colorado","Map of Sec.31, T.1N.R.73W.","CO","Boulder county","Ward","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","59.5 x 69 cm","reformatted digital","","Modoc, Cheyenne, Tiger No.1, Tiger No.2","","","","","","Shows information about mine construction (""Wooden pin in drilled hole"" etc.)","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 36' 20""/N 40° 00' 23""","6th","Sec.31, T.1N.R.73W.","Center Section 31","-105.6058","40.0066","W 105° 36' 20""","N 40° 00' 23""","374","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 17-9, Box 1","","","","https://ark.colorado.edu/ark:/47540/gz375d86c49n","433068","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099996","4844","mesc_miningMaps_43306800.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099996~141664"
"Mining Maps of Colorado","Map of Sec.33, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","60.5 x 69.5 cm","reformatted digital","","Hiawatha (placer), Miser (placer), Jolly Roger (mine shaft), Little Eva, Nightshade, Morning Star, Silver Ring, Quaker City, Hildegarde S., Primos, Oregon, Jessie Spray, Saint John, High Noon, Hogback","","","","","Coughlin Entry, Gordon Gulch, Upham Gulch, Long's Mill","Shows plots of land belonging to John Coughlin, Allen Perkins","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 27' 21""/N 40° 00' 23""","6th","Sec.33, T.1N.R.72W.","Center Section 33","-105.456","40.0066","W 105° 27' 21""","N 40° 00' 23""","333","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-16","","","","https://ark.colorado.edu/ark:/47540/bw4v5w73n638","433057","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099843","4844","mesc_miningMaps_43305700.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099843~141483"
"Mining Maps of Colorado","Map of Sec.33, T.1N.R.73W.","CO","Boulder county","Ward","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","57 x 71.5 cm","reformatted digital","","Olympia, Leonidas, Maymil","[Gold]","","","","Rainbow Lakes, Rainbow Creek, Park Reservoir, Park Creek, County Road No. 259 (Maxwell Road)","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 34' 05""/N 40° 00' 23""","6th","Sec.33, T.1N.R.73W.","Center Section 33","-105.5683","40.0066","W 105° 34' 05""","N 40° 00' 23""","371","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-26, Box 1","","","","https://ark.colorado.edu/ark:/47540/st8p0j66w14s","433044","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099661","4844","mesc_miningMaps_43304400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099661~142333"
"Mining Maps of Colorado","Map of Sec.34, T.1N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","61 x 70.5 cm","reformatted digital","","Miser (placer), Gordon Gulch (placer), The Protection (placer), Nelly Bly (mine shaft), Lucky Hit (extension), Albion, Night Shade, Morning Star A, Primos, Jessie Spray, Saint John, Jolly Roger (mine shaft), Evening Post, Sampson, Lou Dillon, Fraction, Misers Delight, Misers Rest, S and S, Yellow Star, Yankee Blade, Black Diamond, Great Divide","","","","","North Boulder Creek, Gordon Gulch Creek, Primos Mill, U.S.M.M. Fork of Gordon Gulch","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 26' 14""/N 40° 00' 23""","6th","Sec.34, T.1N.R.72W.","Center Section 34","-105.4373","40.0066","W 105° 26' 14""","N 40° 00' 23""","319","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 20-62","","","","https://ark.colorado.edu/ark:/47540/hb579f13x8fq","433050","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099745","4844","mesc_miningMaps_43305000.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099745~141476"
"Mining Maps of Colorado","Map of Sec.36, T.2N.R.72W.","CO","Boulder county","Gold Hill","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","62 x 70.5 cm","reformatted digital","","Sun (mine shaft), Yellow Rose, Red Rose, Lady Irene, Longs Peak, Sunshine, New Rival, White Rose, Bondholder, IXL, Director, Greenback, Clinton, Highgrade, Czarina, Reindeer, Roman Eagle, Thunderbolt, Black Rose, Sunshade, Lady Nellie, Columbia, Ninety-Four (94), War Eagle, C.H., Schooley","","","","","Walker Mountain, Gillespie Gulch, Slaughterhouse Gulch","Bottom right corner says ""1/2 mi. South to Rowena"", Top right corner says ""1 mi. North to Jamestown"", Bottom left corner says ""2 mi. West to Gold Lake""","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 29' 36""/N 40° 05' 36""","6th","Sec.36, T.2N.R.72W.","Center Section 36","-105.4934","40.0934","W 105° 29' 36""","N 40° 05' 36""","323","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 19-38","","","","https://ark.colorado.edu/ark:/47540/mg4p1w36r676","433064","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1099940","4844","mesc_miningMaps_43306400.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1099940~141490"
"Mining Maps of Colorado","Map of Sec.5, T.1S.R.73W.","CO","Boulder county","Nederland","Drumm, Henry A. (1857-1937)","Drumm, Henry A.","1857-1937","Cartographer","personal","naf","cartographic","1932","English","eng","iso639-2b","image/jpeg","59.5 x 69 cm","reformatted digital","Caribou","Virginia (mine shaft), Caribou Tunnel No.1 (mine shaft), Congo Chief, Enterprise, Don, American, North Park, Eureka, Nation's Pride, Fanny, California, North Star, Pay Rock, Brick Pomeroy, Devling, Northwestern,","","","","","Summit of Pomeroy Mountain, Park Creek, Horse Show Reservoir Filing, Horse Shoe Creek, Park Creek","","Mines and mineral resources -- Colorado -- Boulder County","lcsh","1"" = 300'","W 105° 35' 11""/N 39° 59' 35""","6th","Sec.5, T.1S.R.73W.","Center Section 5","-105.5866","39.9933","W 105° 35' 11""","N 39° 59' 35""","373","Local Accession Number","Charles A. Wolcott Papers","original","Wolcott 18-14","","","","https://ark.colorado.edu/ark:/47540/d0159996w8kh","433069","local","University of Colorado Boulder Map Library","current","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1100010","4844","mesc_miningMaps_43306900.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~85~85~1100010~141665"
